loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa)
2020-03-01 09:46:54.017 +0100,17689.528390125,0.022552490234375,-0.2218017578125,-0.973541259765625,17689.523366125,1.844889360486407,0.02023448406307583,0.2306235590006388,0.02129307389259338,0.0196739062666893,0.02889886125922203,-0.001800965517759323,-0.002286612987518311,0.01000398397445679,XArbitraryZVertical,0.06146537838260026,0.09777334979560147,0.7924492447816031,0.5989044983130939,0.0196974128484726,-0.2285846173763275,-0.9733247756958008,604745211.4955096,0,-9.27,99.09587
2020-03-01 09:46:54.037 +0100,17689.548485125,0.029144287109375,-0.211212158203125,-0.974090576171875,17689.543461125,1.84509289866633,0.02038465976575903,0.2311762772647779,0.02801437862217426,-0.003718218766152859,-0.002702376805245876,0.00576111301779747,0.01271684467792511,-0.005201160907745361,XArbitraryZVertical,0.06156192229070027,0.09804319296991329,0.7924911158752876,0.5987950477521383,0.01984100416302681,-0.229122668504715,-0.9731953144073486,604745211.4955096,0,-9.27,99.09587
2020-03-01 09:46:54.057 +0100,17689.568581125,0.01873779296875,-0.21881103515625,-0.9729156494140625,17689.563557125,1.844892100193509,0.02015142930463985,0.2317584094071826,0.03863293677568436,-0.0154323996976018,-0.003792675212025642,0.006555387750267982,0.01241369545459747,-0.002247750759124756,XArbitraryZVertical,0.06183902992189334,0.09819739177088406,0.792398799674614,0.5988635631933432,0.01961133442819118,-0.2296892702579498,-0.9730663895606995,604745211.4955096,0,-9.27,99.09587
2020-03-01 09:46:54.077 +0100,17689.588676125,0.02459716796875,-0.2253570556640625,-0.974578857421875,17689.583652125,1.845001460082386,0.01979688992622832,0.2325781903162141,0.05243712663650513,-0.01799604669213295,0.014384132809937,0.0006938185542821884,0.005856886506080627,0.002590656280517578,XArbitraryZVertical,0.06222033240254509,0.09841885685182736,0.792385153079105,0.5988056922274934,0.01926260814070702,-0.2304870635271072,-0.9728847146034241,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.098 +0100,17689.608772125,0.019775390625,-0.241363525390625,-0.969268798828125,17689.603748125,1.845274522117297,0.01929903337180443,0.23396936095182,0.07937618345022202,-0.0242763739079237,0.01365955173969269,0.004297230392694473,-0.0001136958599090576,0.0002949237823486328,XArbitraryZVertical,0.06282184925665701,0.09882856607432099,0.7923908917986973,0.5986678237452833,0.01877204328775406,-0.2318405508995056,-0.9725726842880249,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.117 +0100,17689.628867125,0.0103607177734375,-0.2431793212890625,-0.970672607421875,17689.623843125,1.845651692495886,0.0187720932207162,0.2350862744125758,0.03824057430028915,-0.01712930575013161,0.02880661375820637,-0.002112846821546555,-0.01335519552230835,0.005996048450469971,XArbitraryZVertical,0.06334723390661616,0.09912454364090141,0.7924382387016594,0.5985007199466104,0.01825468055903912,-0.2329268902540207,-0.9723228812217712,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.138 +0100,17689.648962125,0.015350341796875,-0.2318115234375,-0.9711456298828125,17689.643939125,1.846526593934187,0.0185465436539546,0.2357895221473045,0.02314731851220131,0.005291475914418697,0.0454016700387001,-0.01064901798963547,-0.00376012921333313,-5.376338958740234e-05,XArbitraryZVertical,0.06360419691031918,0.099363051330848,0.7926618491284209,0.5981376871584569,0.01803233101963997,-0.2336107343435287,-0.9721629619598389,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.158 +0100,17689.669058125,0.0152740478515625,-0.2246551513671875,-0.9702301025390625,17689.664034125,1.847524142314761,0.01849311270837021,0.2360988004524565,0.02261953987181187,0.01730569079518318,0.05425537750124931,-0.0002197567373514175,0.009022295475006104,0.003002941608428955,XArbitraryZVertical,0.06366851574164578,0.09950121353929595,0.7929447212676034,0.5977327959880723,0.01797905005514622,-0.2339114397764206,-0.9720916748046875,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.178 +0100,17689.689153125,0.0243682861328125,-0.2300262451171875,-0.9704742431640625,17689.684130125,1.848296955689995,0.01871603614358104,0.2367688517329335,0.03578945621848106,0.01827142760157585,0.01930016092956066,0.00145854614675045,0.007644355297088623,-0.002208709716796875,XArbitraryZVertical,0.06374238927145985,0.09985768319911888,0.7931530590594965,0.5973889675309372,0.01819281466305256,-0.2345628589391708,-0.9719306826591492,604745214.0651097,0,-9.23,99.09539
2020-03-01 09:46:54.198 +0100,17689.709249125,0.019439697265625,-0.236083984375,-0.969085693359375,17689.704225125,1.848496680634877,0.01901127389826676,0.2373205410728539,0.01424838416278362,0.01799909025430679,-0.005823468323796988,0.00248628668487072,0.0004597306251525879,-0.003167629241943359,XArbitraryZVertical,0.06378057747959986,0.1001706412995193,0.7931976591830908,0.5972733601385457,0.01847730204463005,-0.235099121928215,-0.9717957377433777,604745214.0651097,0,-9.23,99.09539
